iter	MultiClass
469	0.1008956625
470	0.1006895079
471	0.100422844
472	0.1002086856
473	0.0999969664
474	0.099726225
475	0.09954515976
476	0.09925649907
477	0.09891288082
478	0.09870436388
479	0.09844299573
480	0.09823813749
481	0.09805086349
482	0.09786264755
483	0.09761383492
484	0.09731541798
485	0.09712893012
486	0.09688048899
487	0.09660702215
488	0.09640456186
489	0.09609009189
490	0.09584341145
491	0.09563352388
492	0.09520089636
493	0.09491613339
494	0.09457235058
495	0.09438214643
496	0.09407552049
497	0.09370977005
498	0.0935091889
499	0.09338926482
500	0.09319922636
501	0.09283316352
502	0.09261676745
503	0.09238073992
504	0.092123461
505	0.09193292156
506	0.09176036099
507	0.0915194091
508	0.09127843543
509	0.09098631963
510	0.09077882853
511	0.09056931375
512	0.09031038803
513	0.09011193899
514	0.08992350398
515	0.08970815517
516	0.08944850258
517	0.0892525027
518	0.0889134502
519	0.08870531881
520	0.08847162716
521	0.08825381888
522	0.08798458416
523	0.08779818966
524	0.08759829648
525	0.08742254304
526	0.08724741511
527	0.08707035502
528	0.08688362563
529	0.08672162364
530	0.08654550291
531	0.08635135142
532	0.08621008388
533	0.08606698992
534	0.08590354337
535	0.08574339778
536	0.08548611626
537	0.0853316576
538	0.08510031585
539	0.08490299161
540	0.08478029034
541	0.08455212635
542	0.08440895473
543	0.08423524841
544	0.08411231724
545	0.08400409544
546	0.08381138441
547	0.08361078407
548	0.0834318823
549	0.08331097494
550	0.08314906365
551	0.08306325861
552	0.08296288216
553	0.08271833056
554	0.08255171247
555	0.0823992337
556	0.08226472381
557	0.08215423013
558	0.08202471568
559	0.08180805378
560	0.08159825125
561	0.08137905956
562	0.08106132227
563	0.08088745653
564	0.08060854986
565	0.08041560417
566	0.08027702706
567	0.08010218172
568	0.07990931639
569	0.0796865859
570	0.07952271651
571	0.07929619187
572	0.07917531228
573	0.07903157456
574	0.07882251887
575	0.07860833023
576	0.07836547791
577	0.07822048047
578	0.07809897058
579	0.07793405762
580	0.07777802204
581	0.07757095412
582	0.0773874707
583	0.07725519393
584	0.0771503629
585	0.07701676922
586	0.07689566643
587	0.07675239483
588	0.07662241296
589	0.07638178513
590	0.07622706313
591	0.0760278207
592	0.07587074241
593	0.07571956521
594	0.07556908184
595	0.0753945127
596	0.07526188228
597	0.07512116095
598	0.07496046047
599	0.07486691301
600	0.07474350519
601	0.07457408928
602	0.07443845223
603	0.07432525958
604	0.07416929181
605	0.07403224254
606	0.07393910874
607	0.0738008413
608	0.07364367542
609	0.07344126272
610	0.07328545532
611	0.07314403509
612	0.07300245498
613	0.0728470492
614	0.0726993328
615	0.07258076081
616	0.07239045588
617	0.07225239315
618	0.07213465446
619	0.07199297413
620	0.07184010493
621	0.07170738872
622	0.07158997426
623	0.07138178486
624	0.07119244013
625	0.07106748796
626	0.07100906146
627	0.07087915163
628	0.07076789061
629	0.07063379162
630	0.07053175925
631	0.07038591245
632	0.07022428772
633	0.07002764044
634	0.06990341283
635	0.06976243046
636	0.0696686885
637	0.06953886221
638	0.06945398861
639	0.06929860235
640	0.0691799125
641	0.0690498394
642	0.06891680343
643	0.06878308516
644	0.06857371432
645	0.06844507977
646	0.0683263628
647	0.068155504
648	0.06803707971
649	0.06792498942
650	0.067797097
651	0.06767644951
652	0.0675309244
653	0.06741983051
654	0.06732593057
655	0.06718485422
656	0.06707087096
657	0.06694566365
658	0.06686642984
659	0.06676743902
660	0.0666613713
661	0.06655915157
662	0.06641771127
663	0.06628416496
664	0.06617838315
665	0.06603906899
666	0.0659397376
667	0.06584180641
668	0.06571122801
669	0.0656059907
670	0.06553155218
671	0.06542986986
672	0.06533867525
673	0.0652733523
674	0.06515330554
675	0.06506478399
676	0.06494492307
677	0.06485276801
678	0.06474570165
679	0.06464923644
680	0.06454741234
681	0.06439856516
682	0.0642942181
683	0.06417987476
684	0.06404141444
685	0.06392092509
686	0.06376965151
687	0.06368113132
688	0.06358568771
689	0.06344436192
690	0.06332307182
691	0.06322828441
692	0.06309711431
693	0.06299757456
694	0.06285562185
695	0.06277364144
696	0.06267867949
697	0.06258222075
698	0.06249798925
699	0.06240901162
700	0.06230598833
701	0.06220514038
702	0.06200747945
703	0.06190131991
704	0.06183496912
705	0.06173567574
706	0.06160626961
707	0.06149736931
708	0.06140980573
709	0.06131422462
710	0.06122636318
711	0.06114764493
712	0.06104841789
713	0.06092505938
714	0.06079156823
715	0.06068017719
716	0.06058812027
717	0.06047189223
718	0.0603553628
719	0.06026483287
720	0.06018657989
721	0.06011075928
722	0.06001469174
723	0.05992844974
724	0.05984415846
725	0.05973732722
726	0.05962261494
727	0.05951673834
728	0.05945197445
729	0.05938113027
730	0.05929279655
731	0.05921463048
732	0.05910124632
733	0.05898417206
734	0.05887436226
735	0.05881382635
736	0.05861506177
737	0.05853976352
738	0.05848103409
739	0.05838856636
740	0.05829286288
741	0.05818841689
742	0.05811650047
743	0.05800960003
744	0.05789951302
745	0.05780584934
746	0.05769524162
747	0.05761398944
748	0.05751766617
749	0.05744606101
750	0.05733591199
751	0.05723006095
752	0.05716218681
753	0.05700182032
754	0.05695056397
755	0.05689850218
756	0.05680055484
757	0.05669471271
758	0.05661335222
759	0.05654335706
760	0.05644988717
761	0.05635182668
762	0.05621841994
763	0.05614057895
764	0.05603878162
765	0.05596128812
766	0.05587225011
767	0.05578087233
768	0.05570515369
769	0.05558966424
770	0.05547652797
771	0.05539638517
772	0.05530017548
773	0.05523230214
774	0.0551687525
775	0.05508993869
776	0.05500688247
777	0.05493821476
778	0.05486427788
779	0.0548020237
780	0.0547081243
781	0.05460100559
782	0.0545321626
783	0.0544479113
784	0.05438138775
785	0.05431498819
786	0.05422427312
787	0.05415599372
788	0.05409466705
789	0.05401268855
790	0.05391655084
791	0.05384862744
792	0.0537580003
793	0.05366026696
794	0.05360825977
795	0.05352831943
796	0.05347038336
797	0.05337572992
798	0.05322889503
799	0.0531433816
800	0.05307637381
801	0.05300938333
802	0.05295521031
803	0.05286133154
804	0.05280812169
805	0.0527162886
806	0.05263497422
807	0.05249984478
808	0.0524016034
809	0.05229866616
810	0.05223246625
811	0.05217138001
812	0.05208336957
813	0.05202380909
814	0.05197120167
815	0.05191340648
816	0.05185046101
817	0.05176807618
818	0.05170435285
819	0.05165027983
820	0.05156458398
821	0.05149788357
822	0.05142260697
823	0.05133053838
824	0.05123404585
825	0.05118167341
826	0.05110096181
827	0.05102811725
828	0.05094581413
829	0.05087862893
830	0.05080510878
831	0.05072539117
832	0.05066688562
833	0.05062998457
834	0.05053871307
835	0.05043004014
836	0.05038365959
837	0.05032063688
838	0.05024495674
839	0.05018326802
840	0.05010352652
841	0.05003442701
842	0.04994847848
843	0.04989946785
844	0.04985953903
845	0.04980381677
846	0.0497408361
847	0.0496854628
848	0.04962540329
849	0.0495671518
850	0.04950490856
851	0.0494504882
852	0.04940124562
853	0.04935992853
854	0.049283531
855	0.04922485975
856	0.04915267567
857	0.04906574797
858	0.04898455761
859	0.04889808316
860	0.04886904047
861	0.04877898883
862	0.04871784292
863	0.04864958923
864	0.04859795666
865	0.0485301896
866	0.04845317204
867	0.04838348618
868	0.04831977365
869	0.04826797205
870	0.04818990388
871	0.04812372451
872	0.04805731211
873	0.04799481798
874	0.04793359813
875	0.04787861958
876	0.04780927583
877	0.04775741443
878	0.04770510062
879	0.04765457121
880	0.04753936909
881	0.04747101006
882	0.04741022854
883	0.04730073442
884	0.04721250061
885	0.04713231347
886	0.04708531424
887	0.04703401468
888	0.04700593846
889	0.04693859186
890	0.04687560451
891	0.0468239085
892	0.04673172851
893	0.04665838449
894	0.04659230973
895	0.0465364339
896	0.04647504642
897	0.04641054954
898	0.04631718589
899	0.04626773576
900	0.04620069658
901	0.0461412916
902	0.04608890753
903	0.04603658618
904	0.04597780607
905	0.04592994595
906	0.04588791571
907	0.04583763403
908	0.0457945137
909	0.0457329605
910	0.04568185025
911	0.04564257521
912	0.04559196477
913	0.04551534198
914	0.0454740751
915	0.04543079217
916	0.04536624454
917	0.04532716735
918	0.04525446923
919	0.04520448383
920	0.04516209866
921	0.04511272705
922	0.04506270332
923	0.04501743143
924	0.04496497652
925	0.04487694883
926	0.0448026394
927	0.04475460142
928	0.04471379299
929	0.04464400619
930	0.04459275519
931	0.04454733016
932	0.04450350327
933	0.04445346825
934	0.04438826392
935	0.04434562712
936	0.04430939327
937	0.04426098939
938	0.04419454675
939	0.0441260946
940	0.04406695684
941	0.04402774319
942	0.04397090791
943	0.04393325104
944	0.04389471534
945	0.04383664515
946	0.04379532172
947	0.04375796642
948	0.04370442779
949	0.04366239084
950	0.04358676314
951	0.04354194686
952	0.04347296225
953	0.04341292055
954	0.04336511434
955	0.04328386165
956	0.04321552142
957	0.04316773045
958	0.04311383129
959	0.04304607576
960	0.04297662218
961	0.04291444485
962	0.0428607128
963	0.04280652997
964	0.04272212966
965	0.04266744556
966	0.04260857946
967	0.04255432202
968	0.04251875431
969	0.04248121069
970	0.04241480664
971	0.04237462996
972	0.04233112548
973	0.04227939984
974	0.04218149011
975	0.04213755505
976	0.04209533443
977	0.04205833288
978	0.04199905818
979	0.04197995678
980	0.04192774884
981	0.04187920032
982	0.04183858009
983	0.0417885012
984	0.04175028871
985	0.04172050963
986	0.04167999076
987	0.04165154482
988	0.04158966891
989	0.0415461227
990	0.04149679204
991	0.04145082498
992	0.04141733304
993	0.04136860298
994	0.04132503888
995	0.04128131629
996	0.04123841941
997	0.04121051439
998	0.04114536278
999	0.04109892085
